rank,username,unique_ac,total_minutes
3527,Bruce161010,3,83.88
3528,sharppenguin,3,84.02
3529,theavrit,3,84.35
3530,hakkaame626,3,84.37
3531,spirit09,3,84.38
3531,starrycat53,3,84.38
3533,Soureen_Dutta,3,84.55
3534,bhoomiihere,3,84.65
3535,Asur_Zurvan,3,84.87
3536,Prakash__18,3,85.1
3537,KS1511,3,85.13
3538,Supreme001,3,85.17
3539,Adityag123,3,85.23
3540,wonkgb0922,3,85.4
3541,paradox24,3,85.73
3542,SatyamSuman,3,85.75
3543,vivek_ml,3,85.97
3544,zhouyibo,3,86.12
3545,lilpaws,3,86.37
3546,lvl1,3,86.4
3547,keven0324,3,86.52
3548,reicalgrst,3,86.55
3549,MAMIRUS,3,86.58
3550,Miss_gao,3,86.68
3551,Ubendiran,3,86.75
3552,SpyCracker,3,86.77
3553,convenie,3,86.83
3554,roberun,3,87.02
3555,nevanth,3,87.05
3556,garvitbansal,3,87.37
3557,fto,3,87.55
3558,Moaz_1e9p7,3,87.6
3559,omar_abdeen04,3,87.72
3560,PolikAntypova,3,87.75
3561,AkshatGupta00007,3,87.77
3562,buchimi,3,88.0
3562,wyu_yu,3,88.0
3564,Tamilselvi,3,88.13
3565,rss_11017,3,88.15
3566,Are_doc,3,88.28
3567,m1n5eo,3,88.32
3568,Ishan_007_,3,88.6
3569,satyamkr78,3,88.73
3570,Rutta,3,89.1
3570,cnyz,3,89.1
3572,NikhilKumarSingh,3,90.3
3573,Sriharish_06,3,90.57
3574,wo_wuzhi,3,90.75
3575,bunkichi,3,90.82
3576,nithixh,3,91.03
3577,Loilty1335,3,91.05
3578,lzxsh2013,3,91.57
3579,sameep,3,91.83
3580,Monster10,3,91.92
3580,krton,3,91.92
3582,Rajveer7896,3,92.03
3583,ankit0210,3,92.4
3584,Charlie_shadow,3,92.67
3585,rafin_2144,3,92.72
3586,linzixiao,3,92.92
3587,Tsukishima131,3,93.25
3588,bigsuperplum,3,93.32
3589,Daksh_Ubhadia,3,93.4
3590,ldh666,3,93.65
3591,adityagrg023,3,93.72
3592,zxk0105,3,93.73
3593,Helico,3,93.83
3594,YAEL345YOL,3,93.9
3595,gw24131,3,93.93
3596,saber_suki,3,94.27
3597,sunny2012,3,94.37
3598,turtle611,3,94.38
3599,Its_dathan,3,94.4
3600,songshufei123,3,94.82
3601,Hacker_,3,94.85
3602,SomeThree,3,94.97
3603,bangii,3,95.58
3604,sadhana02,3,95.72
3605,nsrcoder010,3,95.87
3606,Beloved_man,3,96.02
3606,jenish_09,3,96.02
3608,GeoYZH,3,96.12
3609,bee29,3,96.78
3610,x5ilky,3,97.37
3611,YukaNamiki,3,97.52
3612,persuade123456,3,97.7
3612,rbybound,3,97.7
3614,bscdesu,3,97.73
3615,lxinzhi66,3,98.05
3616,bhumi623,3,98.08
3617,rocks,3,98.3
3618,txngzs,3,98.4
3619,rassvet_ii,3,98.83
3620,qad,3,98.92
3621,Bhavya24022006,3,99.48
3622,harupiyosonic,3,99.73
3622,recuraki,3,99.73
3624,maybeSuima,3,99.95
3625,Nizzy,3,100.03
3626,taipika,3,100.55
3627,cmj20120821,3,100.62
3628,masa5,3,100.78
3629,p1ll3chan,3,101.68
3630,xyn0502,3,101.72
3631,manojsingh22,3,101.8
3632,smooooggy,3,101.88
3633,TaylorFly,3,102.13
3634,Taku_Taku_Taku,3,102.38
3635,Yaar,3,102.7
3636,skd151143,3,103.05
3637,chensiyu1,3,103.77
3638,zyling,3,103.8
3639,zzr2006,3,103.87
3640,fireale,3,103.97
3641,sairohan,3,104.08
3642,Fshira,3,104.23
3643,resp,3,104.75
3644,Madhavan13,3,105.2
3644,kaedecha,3,105.2
3646,__HUPEIXUAN__,3,105.27
3646,shuojia,3,105.27
3648,Inception662,3,105.28
3649,RageLog,3,105.42
3649,lotily,3,105.42
3651,edamame0,3,106.4
3652,InvictusNikola,3,106.45
3653,mkkirra,3,106.55
3654,Szx567,3,107.12
3655,Dennis_2006,3,107.28
3656,biuntri,3,107.4
3656,flying_saucer10,3,107.4
3658,anushka123,3,107.6
3659,liupeixin,3,107.63
3660,CH0226,3,107.93
3661,ljz1212,3,108.23
3662,vidhan7188,3,108.78
3663,nicetrydiddy,3,108.83
3664,lemonydrink,3,108.98
3665,000nobody000,3,110.4
3666,six00teens,3,110.53
3667,AmIgoodv2,3,110.9
3668,jackson_cao,3,111.55
3669,Anushka_05,3,112.08
3669,Sandeepkumar12,3,112.08
3671,sourav8789504881,3,112.37
3672,9411412,3,112.55
3673,chobisuke,3,112.73
3674,jayanth26,3,113.4
3675,manojgottala,3,113.42
3676,Grammar_hbw,3,114.1
3677,Ananya29,3,114.3
3678,digamos,3,114.67
3679,wufh2000,3,115.32
3680,hornet_,3,115.35
3681,Nigitha,3,115.4
3682,omarsaifeldeen,3,115.55
3683,20_izabek_13__,3,115.9
3684,bangalsubham20,3,116.52
3685,Damascus_,3,117.22
3686,ydzmyl,3,117.38
3687,a2251489884,3,117.62
3688,jjjoshbrownnn,3,117.63
3689,xjp666,3,117.73
3690,Madhavi_19,3,118.22
3691,Jerry2015NT,3,118.5
3691,Kirubalini252006,3,118.5
3693,M_Murphy,3,118.93
3694,uir0,3,119.07
3695,R0R,3,119.32
3696,Tejasvi1206,3,119.33
3697,rival_rend,3,119.73
3698,Poloooo,3,119.92
3698,kuratsuji,3,119.92
3700,t_atsushi,3,120.08
3701,Pikapurin,3,120.15
3702,abcd271828,3,120.38
3703,risujiroh,3,120.43
3704,ReaPeryzx,3,120.57
3705,stegO04,3,121.22
3706,mobile,3,121.32
3707,dogs1234,3,121.57
3708,fengzixiang,3,121.68
3709,tatacky,3,121.8
3710,fuyuchen2012,3,121.83
3711,xunuowei819,3,122.35
3712,Starbot,3,122.37
3713,suryansh_885,3,122.62
3714,yhyz2021027,3,122.78
3715,yuanqicheng,3,122.88
3716,rishitrai,3,123.57
3717,Kiruthika_86,3,123.7
3718,seijuunimentai,3,124.15
3719,BlueRogue,3,124.32
3720,ramprasad_93,3,124.35
3721,wlh__1,3,125.0
3722,Gex777,3,125.05
3723,ekta_kisu,3,125.85
3724,AlgoPhoenix,3,126.25
3725,Bar9463,3,126.6
3726,moton03,3,126.8
3727,coderone,3,126.87
3727,mikanon,3,126.87
3729,ragcode,3,127.27
3730,Xiee_Bro,3,127.4
3731,tuotuoyl,3,128.43
3732,zhangchuxi,3,128.8
3733,mightguy106,3,129.07
3734,Alex123456,3,129.77
3735,KAAQ,3,129.83
3736,Baniyo,3,129.9
3737,rodutudor,3,130.0
3738,Murali03,3,130.2
3739,guan7cheng,3,130.28
3740,dhruva_shashi,3,131.78
3741,_O_v_O_,3,132.13
3741,nikuroll,3,132.13
3743,peanutButterJam,3,132.2
3744,Naman____17,3,132.45
3745,ease2k,3,133.22
3746,Kolin,3,133.23
3747,i_do_cpp1,3,133.55
3748,municipal,3,133.87
3749,Vennela100,3,134.33
3750,jeyabalan1304,3,134.77
3751,practice_cp,3,135.32
3752,jacobiIdentity,3,135.68
3753,l1c,3,135.72
3754,Brinton,3,137.62
3755,komatrn,3,137.75
3756,shibam_paul,3,137.8
3757,ahirame,3,137.97
3758,storrerguy,3,138.23
3759,spart,3,138.72
3760,Ahbbxjaiq,3,139.9
3761,iketatsu,3,141.27
3762,drbxiao7,3,142.32
3763,ncsjacky,3,142.35
3764,avitiwari916131,3,143.52
3765,Leo201111,3,144.57
3766,Oliver16,3,145.4
3767,mahirjambhule,3,147.02
3768,cslgZ09224220,3,147.32
3769,cinnamon_perfect,3,148.75
3770,JiKuai,3,149.52
3771,Rihitooo,3,149.95
3772,R243,3,150.02
3773,PhiloWael123,3,150.62
3774,roychuang,3,151.57
3775,indhuja_05,3,151.83
3776,junkokon,3,152.23
3777,Daksh_Jain,3,152.9
3778,Thamilselvan,3,153.12
3779,KAVIN_RAGAVINYAA,3,153.73
3780,htmnr,3,154.42
3781,ExAll,3,155.57
3782,konyonuku,3,155.67
3783,uaaw,3,155.7
3784,Damarico,3,156.02
3785,mutharasim,3,156.17
3786,harmokey,3,156.83
3787,kokila,3,156.92
3788,Lemona,3,157.18
3789,Sowmiya_M_S,3,157.68
3790,hoppii,3,160.18
3791,ciuim,3,160.92
3792,isfromjapan,3,161.3
3793,pan_ye,3,161.48
3794,xoceankingx,3,161.83
3795,Vernacular12,3,161.95
3796,AcuteAngle,3,162.02
3797,hydrogenperoxide,3,162.73
3798,toributter,3,163.27
3799,priyansh_gupta,3,164.65
3800,KavenSky,3,164.88
3801,benzene1002,3,165.48
3802,nyarugakuruga,3,166.68
3803,sea_urchin_Bob,3,167.88
3804,arpitha_14,3,171.18
3805,Expecto_Patronum,3,171.65
3806,Subha_Sree05,3,172.32
3807,pratish_,3,173.15
3808,dingdang0424,3,177.1
3809,Yhayjx,2,1.3
3810,XHCLD,2,2.78
3811,Orz_Zyj6,2,5.02
3812,sakaYq4875,2,5.9
3813,Azubiwa,2,6.27
3814,ayon_,2,6.42
3815,YANGRONGYANG1,2,6.5
3816,H0H0,2,6.58
3817,sunny281,2,6.97
3818,whatisdp,2,7.1
3819,Shivamch,2,7.35
3820,ali_gorithm,2,8.17
3821,Mooos_MoSheng,2,8.35
3822,MwochaFan04,2,8.48
3823,Basin,2,9.07
3824,lyyz202515Qcr,2,9.27
3825,soorya1723,2,9.78
3826,Joker_sen,2,9.82
3827,wenxiangye,2,9.83
3828,misokonbu,2,10.12
3829,OR_222,2,10.55
3830,REO00,2,10.57
3831,yufh,2,10.78
3832,jzjr,2,11.22
3833,ht12,2,11.58
3833,lihaochen,2,11.58
3835,ACQwQ,2,11.65
3836,hidarime,2,12.2
3837,tokeidai,2,12.85
3838,cafkaf,2,12.92
3839,SParshR,2,12.97
3840,limboru,2,13.58
3841,t0ruru0,2,13.82
3842,WF_wxl,2,13.88
3843,qazxcvbnmko,2,13.97
3844,mateiash,2,13.98
3845,luohaoxuan,2,14.43
3846,Geogruffy,2,14.57
3847,iakioinoi,2,15.05
3848,Lx2025,2,15.22
3849,kame_apples,2,15.27
3850,arereowl,2,15.35
3851,yinzhili,2,15.53
3852,simple710,2,16.17
3853,rlc202204,2,16.3
3854,Spline,2,16.32
3855,poundd,2,16.35
3856,zyc001,2,16.55
3857,msd7,2,16.67
3858,advita10,2,16.77
3859,tr3,2,16.82
3860,ujex256,2,16.93
3861,tomato109,2,16.95
3862,kytknoi,2,17.2
3863,bruzz,2,17.27
3864,sxzgyc,2,17.83
3865,sxyz49,2,18.03
3866,Marchen,2,18.15
3867,rajendra48,2,18.22
3868,orisis,2,18.52
3869,yuukan,2,18.67
3870,sun1090,2,18.68
3871,kotopanpu,2,18.98
3872,Sving1024,2,19.13
3873,jo318,2,19.27
3874,dcsugar,2,19.87
3875,programgmg,2,20.0
3876,toko314,2,20.15
3877,Adityaraj,2,20.18
3878,Bonnyu,2,20.48
3879,CyrusWang,2,20.57
3880,liuruian,2,20.75
3881,Akshat_09,2,20.9
3882,azu7,2,21.18
3882,fontflows,2,21.18
3884,Xuyo,2,21.5
3885,marytz,2,21.53
3886,Puff1e,2,21.57
3887,Surya_PS_Rawat,2,21.6
3888,_Anu2006shka,2,22.02
3889,Bijoy_16,2,22.1
3890,xiaozhinai,2,22.17
3891,nxj,2,22.18
3892,takuya0911,2,22.25
3893,hrshhh21,2,22.65
3894,utk369gupta,2,22.67
3895,vitaminPhi,2,22.87
3896,ZiyaCode1,2,22.92
3897,Ytg,2,23.03
3898,Alamin917,2,23.15
3898,coderKayn,2,23.15
3900,Rushikesh15,2,23.32
3901,Kiaala,2,23.45
3902,viv511,2,23.47
3903,prxbhx,2,23.57
3904,Stackforge_11,2,23.63
3905,Bollam_varshith,2,23.65
3906,ec_nsl,2,23.7
3907,hz3055,2,23.72
3908,yct9134,2,23.78
3909,georginio,2,24.05
3910,gkaply,2,24.23
3911,syum1,2,24.42
3912,kanamekaname,2,24.75
3913,usnpd,2,25.07
3914,vidyanshi03,2,25.2
3915,GhostSilver,2,25.28
3916,Sarthak_Borse,2,25.4
3917,aashutoshgupta15,2,25.55
3918,azamjonpydev,2,25.75
3919,ruanhaojun,2,25.87
3920,zhuhan,2,25.88
3921,Hasuno,2,26.02
3922,Ljy_,2,26.3
3923,yangjinguang,2,26.32
3924,weixirui,2,26.35
3925,DivyaK_007,2,26.47
3926,R_ana,2,26.67
3927,QgQ,2,26.75
3928,Shanto_Roy,2,26.87
3929,mg00s,2,26.88
3930,s_mtCF,2,27.15
3930,xzy201201,2,27.15
3932,verdalorke,2,27.5
3933,azerAslanov,2,27.57
3934,GarvitSharma5,2,27.63
3935,yaosicheng124,2,27.97
3936,atmakrishna,2,28.0
3937,landawang,2,28.23
3938,werty219,2,28.65
3939,Jatin_Jalandhra,2,28.73
3940,su_ozer,2,28.88
3941,ShaJerry,2,28.95
3942,MayankTheCoder1,2,29.25
3943,Professor_4,2,29.35
3944,andwy6,2,29.38
3944,wangxiaer,2,29.38
3946,kamura,2,29.53
3947,Priyanshi_20,2,29.8
3948,abhisheknair,2,29.85
3949,ChiefAlderman,2,30.03
3950,gnoixnauhoaiX,2,30.1
3951,ladyfingers,2,30.25
3952,buch,2,30.47
3953,z04,2,30.55
3954,pipillow,2,30.68
3955,FreeCam,2,30.78
3956,huangxuanhongye,2,31.3
3957,zkxue,2,31.32
3958,cant_codeTM,2,31.37
3959,zjy875300683,2,31.42
3960,Aldnoahzero,2,31.43
3961,Galaxy_forever,2,31.48
3962,chetanyadav256,2,31.6
3963,masudayuuma,2,31.62
3964,yimingutzha,2,32.05
3965,Ismail_Upal,2,32.77
3966,lzyrapx,2,32.82
3967,line0806,2,32.9
3968,barabasakos,2,32.97
3969,austinchen18,2,33.57
3970,nathalin,2,33.58
3971,raghavg6406,2,33.7
3972,BS1992,2,33.85
3973,AMARTIZATOR,2,33.98
3974,zhangyongran,2,34.2
3975,cw3782,2,34.25
3976,Hz_,2,34.5
3976,Rencc,2,34.5
3978,ripona,2,34.53
3979,JigolKa,2,34.62
3980,tzzl3035,2,34.65
3981,akasatana55,2,34.82
3982,y526,2,35.32
3983,NUN1221,2,35.48
3984,pablo11l7,2,35.55
3985,HowardH,2,35.62
3986,LiQinLang,2,36.03
3987,Kartikp123,2,36.42
3987,nikeladaoba,2,36.42
3989,petghces,2,36.47
3990,nakaknanakak,2,36.52
3991,k978,2,36.88
3992,usmstk,2,37.02
3993,Ashok_06,2,37.05
3994,nwa_uyu,2,37.12
3995,maksostashkevich,2,37.13
3996,rhustish,2,37.35
3997,CrimsonFrost17,2,37.37
3998,shunta0423,2,37.4
3999,EggDKernel,2,37.48
4000,XYZI,2,37.53
4001,Cd5,2,37.62
4002,Khaleesi,2,37.73
4003,liveless,2,37.83
4004,minmincoder,2,38.05
4005,AyeshaSiddiqa,2,38.08
4006,olb_rb,2,38.33
4007,ediblepancreas2,2,38.38
4008,mimmozahid,2,38.4
4009,kevin08joel,2,38.42
4010,BALERION_,2,38.5
4011,Ayush122,2,39.12
4012,zhangchenhao2014,2,39.17
4013,jsc123456,2,39.22
4014,AIYAZ,2,39.38
4015,lyh159,2,39.53
4016,bishRoy,2,40.25
4017,lucky1234567890,2,40.28
4018,ThunderBolt32,2,40.3
4019,Crow_000,2,40.32
4020,night30nk,2,40.53
4021,Gengjing,2,41.5
4022,aniketmondal1210,2,41.57
4023,AbhiP777,2,41.7
4024,neovo,2,41.97
4025,Aryan_Jumde,2,42.0
4026,Delulu_619,2,42.1
4027,SBharathvaj,2,42.15
4028,ChineseMuffin,2,42.38
4029,riemann25,2,42.6
4030,Santhoshkumar12,2,42.77
4031,zhuchen,2,43.07
4032,spilHorizon,2,43.13
4033,goldfish_19,2,43.3
4034,Hanyilinn,2,43.78
4035,Sudip_Ghosh,2,43.97
4036,alive7z,2,44.17
4037,linuk,2,44.3
4038,GarvAgrawal9084,2,44.42
4039,ruuuuuen,2,44.75
4040,Mahi_Gupta,2,45.0
4041,BihariBull,2,45.05
4042,ai2,2,45.08
4043,imadios,2,45.27
4043,kazumaxxx,2,45.27
4045,atarayo1211,2,45.4
4045,dhinahar04,2,45.4
4047,Ayush2311,2,45.45
4048,LX666,2,45.52
4049,CodeMan62,2,45.68
4049,kernelsk3wl,2,45.68
4051,neeld9,2,45.92
4052,1vegetable,2,46.23
4053,yeah_sure,2,46.48
4054,kidye,2,46.55
4055,Souma402,2,46.65
4056,Haachi,2,46.7
4057,zongzi,2,47.02
4058,Lxp123456,2,47.03
4059,dheerajd5,2,47.15
4060,abinayathapa64,2,47.18
4061,a111111111111,2,47.28
4062,jk18hcke,2,47.58
4063,sacren,2,48.17
4064,yzl1226,2,48.32
4065,KuroHayate,2,48.42
4066,SilverNova_135,2,48.45
4067,eesti_coder,2,48.57
4068,yellowsun20,2,48.65
4069,yuantu_1,2,49.02
4070,avacadosAtLaw,2,49.18
4071,VijayaKanth_,2,49.23
4072,AtogawaConan,2,49.37
4073,luohaoran1,2,49.55
4074,Awsy,2,49.92
4075,itcompiles,2,50.03
4076,Yangzhuoming123,2,50.1
4076,vigil,2,50.1
4078,Ysprgatc,2,50.17
4079,DimKarakio,2,50.2
4079,zhangqixuan0819,2,50.2
4081,xiayin,2,50.35
4082,shahid167,2,50.38
4083,cfy159357,2,50.43
4084,tarikul1234,2,50.53
4085,kaito_akabane,2,50.7
4086,konamyon,2,50.72
4087,Tholkappiyan,2,51.03
4088,abhishekkr18,2,51.22
4089,antriksha_galaxy,2,51.42
4090,Dhruv7295,2,51.48
4091,lrlc,2,51.5
4092,karasarisu6,2,51.6
4093,Ri_dd,2,51.62
4094,shourya1601,2,51.7
4095,nakaiii,2,51.88
4096,moye12888,2,51.9
4097,bikesh,2,51.95
4098,csw1226,2,52.2
4099,R_V_S_H,2,52.28
4100,AyushmanPani,2,52.32
4101,CheekyBrat,2,52.35
4102,711523BCB033,2,52.48
4103,ningjunming,2,52.77
4104,awesomey,2,52.83
4105,d4rkHunt3r,2,52.92
4105,rashmi777,2,52.92
4107,gch1206,2,53.13
4108,GodFajan,2,53.15
4109,spbob8yo,2,53.17
4110,MariaKPaul,2,53.32
4111,revan_,2,53.38
4112,yuki22194,2,53.4
4113,akshit777,2,53.58
4114,montinojikka,2,53.6
4115,Satwik_Agrawal,2,53.78
4116,CodeSlinger_18,2,53.83
4116,chenhany,2,53.83
4118,Van_325,2,54.23
4119,kd_0915,2,54.52
4120,BhaveshJat,2,54.98
4120,qoogel_coding,2,54.98
4122,HarryUp,2,55.12
4123,S4hilSharma,2,55.15
4124,Aryan1805,2,55.53
4124,Wcy1130,2,55.53
4126,Hephan,2,55.57
4127,mislead,2,56.15
4128,xiangqianyu,2,56.35
4129,anassB,2,56.48
4130,yakurto,2,56.65
4131,Junglebaba,2,57.15
4132,yellowsubmarine,2,57.33
4133,codedetective,2,57.6
4133,nibbletonbuilds,2,57.6
4135,zbc123,2,58.0
4136,lwabmf,2,58.03
4137,Regu1us,2,58.1
4137,rounainai,2,58.1
4139,ShubhSareen,2,58.47
4140,edwinjoe,2,58.5
4140,kingzo76,2,58.5
4142,RINTAR0U,2,58.53
4143,Prittam_01,2,58.58
4144,LibH,2,58.65
4145,Theos,2,58.73
4146,thomasalvaedison,2,58.92
4147,mourning,2,58.93
4148,praba_0724,2,59.0
4149,amandeep360,2,59.1
4150,dilemma120,2,59.15
4151,lemon123456,2,59.17
4151,liumingen,2,59.17
4153,tukaharu10000,2,59.32
4154,Aslanarsalan,2,59.4
4155,Doppler01,2,59.42
4156,qing_you,2,59.53
4157,MinChel,2,59.7
4158,Kobalt,2,59.73
4159,zhaozhenyu,2,59.93
4160,sosuyuan,2,59.98
4161,co2552,2,60.18
4162,Syren_Varshith,2,60.42
4163,yashrathore965,2,60.8
4164,Nolm_foor,2,60.85
4165,IkaCoder,2,61.08
4165,sugandhi15,2,61.08
4167,squaderkasto,2,61.2
4168,HimanshTheCoder,2,61.32
4169,helloa,2,61.42
4170,S3133,2,61.45
4171,neel_codes,2,61.58
4172,YashikaAgrawal,2,61.7
4173,siddhant_0107,2,61.72
4174,lerul,2,61.75
4175,jyoumu,2,61.77
4176,Tdups,2,61.8
4177,0ymzymz0,2,62.0
4178,muchenguo,2,62.3
4179,vimal____,2,62.47
4180,cyq142857,2,63.0
4181,Joaquin144,2,63.03
4182,strlst,2,63.58
4183,chiyu_,2,64.07
4183,madhura_03,2,64.07
4185,nullbits,2,64.08
4186,Shadow_Aditya,2,64.1
4187,EramallaAravind,2,64.15
4188,R_PARTH,2,64.2
4189,sivi21,2,64.4
4189,xianke,2,64.4
4191,nonakakazuma,2,64.45
4192,Pavi1309,2,64.63
4193,Jeff_rin,2,65.0
4194,LiChen0459,2,65.13
4195,Eiralys,2,65.57
4196,sri_hari,2,65.68
4197,Hari18,2,65.78
4198,tsubu7961,2,66.07
4199,Reuben9027,2,66.08
4200,Mahmoud_mohsin,2,66.17
4201,Tejasiitg,2,66.23
4202,vedanshbvb,2,66.33
4203,Anu_Pandore24,2,66.37
4204,KINGSTAN,2,66.42
4205,xinghe8076,2,66.82
4206,bhagavan,2,66.9
4207,Taslima_Khanam,2,67.27
4208,AshishMuppidi,2,67.42
4209,wylwww,2,67.53
4210,LSU_J25_mash,2,67.62
4211,Jai_Yadav_,2,67.7
4212,Yashica,2,68.0
4213,san69,2,68.07
4214,UltimateCoderBoi,2,68.22
4215,ShashankGrg,2,68.25
4216,yangtianran,2,68.28
4217,smegmus,2,68.7
4218,Siren7,2,69.15
4219,ryan_decoded06,2,69.22
4220,alpha_nivi,2,69.3
4221,takato01,2,69.37
4222,Kajal_Shaw,2,69.52
4223,RxylonOP,2,69.55
4224,salomao,2,69.67
4225,davie53,2,69.73
4226,gao123,2,69.82
4227,chatpata_Rajma,2,69.97
4228,AlonsoYT,2,70.02
4229,niconico555,2,70.32
4230,eelmaru,2,70.37
4231,Vishanth_VS,2,70.45
4232,KHU5HWANT,2,70.78
4233,arikrrr77,2,71.15
4234,yusio42,2,71.18
4235,Priyadarshi100,2,71.47
4236,Sabari_18,2,71.52
4237,atunubiswas2,2,71.53
4238,atunicodebrunu,2,71.65
4239,masum1834e,2,71.88
4240,Lucres,2,72.07
4240,rsiamsami,2,72.07
4242,bread0mlett,2,72.32
4243,Vivek1215,2,72.33
4244,Baipr0,2,72.4
4245,Fake_Cry,2,72.5
4246,knaagar,2,72.52
4247,misakuu,2,72.88
4248,Descartideal,2,72.97
4249,Abdoo_,2,72.98
4250,NeilShi,2,73.08
4251,lucsdei,2,73.13
4252,seriya,2,73.25
4253,viga,2,73.32
4254,mohamed_samy327,2,73.38
4255,abhi258811,2,73.63
4256,ayase1,2,73.68
4257,Ryuzaki4657,2,73.88
4258,KeyAmuse,2,74.13
4259,JigNeX,2,74.63
4259,imtiazfarhad,2,74.63
4261,prpn,2,74.82
4262,Maruki_Makoto,2,74.88
4263,tamago4976,2,75.32
4264,arghodatta,2,75.45
4265,lemm1ngts,2,75.65
4266,YutaKojima,2,75.67
4267,NgoDai,2,75.85
4268,rex333,2,76.82
4269,RegressedHeroine,2,77.02
4270,tirkey,2,77.03
4271,pujanmirani,2,77.07
4272,Karthikk18,2,77.3
4273,caltrop,2,77.43
4274,marcosmont,2,77.78
4275,hirokiaviator,2,77.83
4276,vishalagarwal1,2,77.9
4277,akito_,2,77.93
4278,saidul4110,2,77.97
4279,somucodes,2,78.07
4280,Lnn_H,2,78.17
4281,lamlam37,2,78.28
4282,sarve29,2,78.83
4283,tn0bi,2,79.4
4284,kokila2903,2,79.48
4285,DavieDrown,2,79.57
4286,FeatherCode,2,79.77
4287,Hasan_Zia,2,79.88
4288,Xiao_Zhang,2,80.03
4289,krmn,2,80.17
4290,Level0123,2,80.83
4291,shengqibao888,2,81.27
4292,minus0ne,2,81.3
4293,discruter,2,81.43
4294,Manas_220206,2,82.07
4295,ramentsukemen,2,82.15
4296,justdust,2,82.18
4297,MarioLier,2,82.5
4298,SouravYogi,2,82.58
4299,sharlyn,2,82.65
4300,hlc130323,2,82.7
4301,bowyell,2,82.82
4302,MelvinN,2,82.85
4303,Nzcfw,2,82.9
4304,adi1701,2,83.07
4305,Mythalis,2,83.27
4306,black_scythe,2,83.43
4307,ambi04,2,83.57
4308,kyokudenn,2,83.72
4309,Haze_04_,2,83.95
4310,Xzerm,2,84.27
4311,divysir,2,84.35
4312,Sunagimo_,2,84.43
4313,dream4218,2,84.82
4314,VonDoom,2,85.08
4315,MANOJKUMAR13,2,85.12
4316,wuwa,2,85.13
4317,ELECO,2,85.17
4318,JT22,2,85.25
4319,s910412,2,85.35
4320,Aryan1302,2,85.6
4320,fever,2,85.6
4322,sreemathi_m,2,86.17
4323,puneeth_70,2,86.6
4324,gw2135,2,86.9
4325,nemuilemon,2,87.07
4326,fyilo24,2,87.2
4327,hxrxchang,2,87.25
4328,JXFentj,2,87.35
4329,chenaa,2,87.72
4330,GauravVerma,2,87.88
4330,Uchiha_kasi,2,87.88
4332,pawansinghAtC,2,88.05
4333,praveen9kk,2,88.13
4334,ShadowNova,2,88.53
4335,terminator01,2,88.87
4336,yunli521,2,89.32
4337,jeet_2007,2,89.47
4338,GURUPRASATHSB,2,89.55
4339,shivanggupta,2,89.85
4340,Evan20150613,2,90.17
4341,T18,2,90.2
4342,krank09,2,90.55
4343,koushik_moram,2,90.62
4344,rokushima,2,90.7
4345,brilliantjerry,2,90.83
4346,Lilacx621,2,91.07
4347,im_kin_oe,2,91.32
4348,MrTired,2,91.5
4349,krisvarish,2,91.52
4350,shen71,2,91.65
4351,ShadowMagican,2,91.77
4352,stellar_62,2,92.22
4353,SWARNKARSAHIL,2,92.23
4353,azizhan,2,92.23
4355,kntt,2,92.3
4356,yun__,2,92.63
4357,kailash_7,2,92.68
4358,FYCCCTA2011,2,93.13
4359,CALCULATE,2,93.4
4360,karthikmacharla,2,93.75
4361,nayeem525,2,93.97
4362,Ahmad123r,2,93.98
4362,Khushal19,2,93.98
4364,Ldf1208,2,94.18
4365,fortoobye,2,94.68
4366,CURZLIZ,2,94.82
4367,jkmomo,2,94.87
4368,shreyasjoshi,2,95.17
4369,DTYing,2,95.28
4370,AshishChoudhary,2,95.32
4371,Immortal_bit,2,95.38
4372,Tudi10_,2,95.48
4373,Kz25,2,95.52
4374,Pikachuchu,2,95.97
4375,ECyrene,2,96.0
4376,pylons,2,96.12
4377,fe1cui_em37,2,96.42
4378,tanahiro2010,2,96.48
4379,VMHanXing,2,96.62
4380,halimgeng,2,96.73
4381,yingMC,2,96.77
4382,hariharan_,2,97.52
4383,longlong_int,2,98.15
4384,johan_34,2,98.18
4385,BehruzbekX,2,98.33
4386,di_sword,2,99.07
4387,Phoenix_0505,2,99.08
4388,yusuke3213,2,99.12
4389,md_rashed,2,99.33
4390,hriday_cpp,2,99.53
4391,djp14,2,99.62
4392,NullptrSoul,2,99.67
4393,trykush1111,2,99.75
4394,ArcXt,2,99.88
4395,jason11160,2,100.22
4396,Yugo000999222111,2,100.63
4397,GOLD3Phoenix,2,101.0
4398,Firefazer28,2,101.2
4399,aswini2206,2,101.52
4400,bchbc,2,102.23
4401,prb045,2,102.87
4402,almighty_1,2,103.18
4403,dongyilang,2,103.23
4404,vanshjuneja,2,103.33
4405,CYJ48,2,103.73
4406,Divyashah_69,2,104.02
4407,Jenss,2,104.62
4408,MysteriousSaikat,2,104.65
4409,AbdAlrhman_K,2,104.67
4410,pompi21,2,104.73
4411,liyongkang,2,105.08
4412,kraditya344,2,105.23
4413,legolas7,2,105.48
4414,SwiftCurium,2,105.63
4415,RaulCodes,2,105.67
4416,abdmas,2,105.92
4417,tranhaiancpp,2,106.3
4418,Lapbreeze,2,106.33
4419,CCF_NOIP,2,106.5
4420,tk555,2,106.53
4421,Prakhar2102,2,106.57
4422,MMuzembela,2,106.98
