rank,username,unique_ac,total_minutes
2631,Mjaksyej8ds9is,5,229.83
2632,binxuan,5,230.6
2633,Varun_Dama,5,233.47
2634,zhouyuke2028,5,233.8
2635,cstx,5,236.08
2636,liuchenjia12345,5,238.02
2637,arnab_21,5,238.18
2638,syndrome,5,239.15
2639,Lathika_3006,5,240.35
2640,ITempo,5,241.77
2641,Max_05,5,242.07
2642,kmath628,5,244.87
2643,abdulwahab121,5,259.9
2644,Blue_Demon77707,5,260.08
2645,Mindulle,5,270.38
2646,yirandoris,5,270.47
2647,shide_chuanzhang,5,287.95
2648,deeksha_16,4,14.45
2649,ILoveHuTao,4,16.5
2650,jianghz,4,18.48
2651,abcdfeg,4,18.53
2652,Panyang,4,19.28
2653,Lemon_zqp,4,19.65
2654,SC3,4,23.8
2655,Zenin_,4,26.5
2656,alice1729,4,26.82
2657,highlighter,4,27.5
2658,hemati,4,28.73
2659,anpanman314,4,30.57
2660,zhangyf,4,30.65
2661,YhuanDebeste,4,30.97
2662,sort1,4,31.42
2663,sounansya,4,33.4
2664,wjli,4,33.48
2665,sathvik_at,4,34.13
2666,hanbaagu1,4,34.22
2667,nakayoshiver1,4,34.62
2668,ting39,4,34.65
2669,ReomaNsTrike,4,36.02
2670,yt142857,4,36.83
2671,nickhider,4,37.07
2672,Chetan_21,4,39.3
2673,earth999,4,40.97
2674,Devesha,4,41.27
2675,Ryan12,4,41.5
2676,2bit,4,42.83
2677,Mohamed_Shsosha,4,43.45
2678,duanyuyang,4,43.93
2679,Gayagaya4,4,44.42
2680,Harsh_12,4,45.25
2681,rashid_siddiqui,4,45.28
2682,abhinav22khanna,4,45.57
2683,moy4shi3,4,45.62
2684,zoidzium,4,46.0
2685,zzzsssttt,4,46.02
2686,ShanLing,4,46.85
2687,xuz,4,47.28
2688,zzt_puddle,4,47.75
2689,st0123,4,48.0
2690,dekkaineko,4,48.23
2691,hanaosi,4,48.85
2691,tterminatorCM,4,48.85
2693,FengFengChiJi,4,49.78
2694,__harishpathak__,4,50.12
2695,Inline_void,4,50.37
2696,cris2137,4,50.83
2697,pia019,4,51.1
2698,iiilex,4,51.18
2699,swayamn72,4,51.27
2700,sunamegane,4,51.62
2701,syq77,4,52.1
2702,saywoo,4,52.13
2703,funnyface,4,52.48
2704,Turgyn_Yahya,4,52.52
2705,Midoca,4,52.7
2706,xz_ea,4,53.08
2707,nika123,4,53.82
2708,hansi0708,4,54.52
2709,Alinur_2028,4,54.67
2709,tajyu,4,54.67
2711,GeorgeCai,4,54.8
2712,azamat123,4,55.03
2713,Hiro_2006,4,55.07
2714,Cyclog,4,55.63
2715,jianges,4,56.2
2716,nao2002_,4,56.47
2717,kouylty,4,56.57
2718,atui_xxiv,4,56.58
2719,ChosenPlant,4,57.03
2720,r4Ks,4,57.15
2721,Mottchan,4,57.42
2722,yuanhaorana,4,57.78
2723,wensx,4,57.8
2724,KomeijiArmia,4,58.03
2725,terran_yj4,4,58.2
2726,Youssef_Elwazzan,4,58.52
2727,sw2022,4,58.77
2727,wujingsheng,4,58.77
2729,LJH0406,4,58.93
2729,shika_mocha,4,58.93
2731,buyna13,4,58.97
2732,lcxlcx,4,59.08
2733,ranjit_thegreat,4,59.15
2734,snow_ponder,4,59.35
2735,michealdantes,4,59.42
2736,PlantClover,4,59.87
2737,Scoder028,4,60.22
2738,mrqsmart,4,60.87
2739,ktm69,4,60.95
2740,binom,4,61.35
2741,sanation_cpp,4,61.38
2742,BoredPanda,4,61.48
2743,LpiYs,4,62.17
2744,RoshiniKR,4,62.37
2745,toppoun,4,62.63
2746,willjem,4,62.72
2747,Aemeath,4,62.78
2748,Mollor,4,62.9
2749,stho,4,62.98
2750,SSmagus,4,63.05
2751,LunaGeeking,4,63.08
2752,GongNanyue,4,63.23
2753,linhe_Echo,4,63.32
2754,Cowell,4,63.77
2755,vknow360,4,64.15
2756,gambheera11,4,64.22
2757,Siitake7,4,64.35
2758,LashaMosidze,4,64.72
2759,arushjain609,4,64.78
2760,pradeepkr415,4,64.88
2761,iamkn17,4,64.9
2762,tomogoma0609,4,65.07
2763,onesis,4,65.08
2764,maxlmb2023,4,65.4
2765,CiAFang,4,65.98
2766,zdyx,4,66.12
2767,superjuruo,4,66.5
2768,huangyexi,4,66.68
2769,yangser,4,67.03
2770,stasbadzi,4,67.48
2771,include_qwq,4,67.92
2772,premier,4,67.98
2773,kataniya,4,68.25
2774,CaYi,4,68.28
2775,geriatricoder,4,68.45
2776,fuyvchen,4,68.55
2777,kitty_cat0702,4,68.57
2778,nmoon,4,69.22
2779,leo120306,4,69.48
2780,roCatalyst,4,69.5
2781,TomDevX,4,69.78
2782,Recolve,4,70.67
2783,liyuqing2023,4,71.62
2784,coheshen,4,71.65
2785,Smlka,4,71.73
2786,Sonetto37,4,72.23
2787,Firefly188229255,4,72.47
2788,wolf2006,4,72.52
2789,FWX2011,4,72.97
2790,yyx91,4,74.03
2791,Yomenashi,4,74.08
2791,delta2197,4,74.08
2793,Sayantan108,4,74.15
2794,is_ware,4,74.17
2795,princeakanerd,4,74.37
2796,Akiakiparadaisuu,4,74.4
2797,Mi61t,4,74.57
2798,sujoy_ghosh,4,75.2
2799,yazan12321,4,75.35
2800,abcd1729,4,75.42
2801,Wangj,4,75.53
2802,Aterroth,4,75.68
2803,paradoxicaldemon,4,75.9
2804,tantan1007,4,76.23
2805,rpam,4,76.37
2806,JerryJerry06,4,76.63
2807,Manikanta420,4,76.77
2808,JustA,4,77.15
2809,yokokaiten,4,77.77
2810,Kanztume,4,77.8
2811,Lan_Sky,4,78.07
2812,N0coder,4,78.58
2813,dragon150,4,78.85
2814,trno8,4,79.07
2815,NaruhodoWright,4,79.08
2816,ShyamK,4,79.15
2817,retr0foxx_osu,4,79.38
2818,zhaoboxiang,4,79.5
2819,2188535244,4,80.02
2820,abxin,4,80.13
2821,SigMan,4,80.42
2822,ray66,4,80.85
2823,sahadheep,4,80.92
2824,ArcoRATH,4,81.05
2825,hayahaya11,4,81.3
2826,huhehaotedong,4,81.43
2827,Koon412,4,81.88
2828,irinuadesukira,4,82.47
2829,suviker1,4,82.53
2830,Han24666,4,82.55
2831,manish_patidar,4,82.92
2832,Hill_Fly,4,82.93
2833,yeshy,4,82.97
2834,InfRobin,4,82.98
2834,alloova,4,82.98
2836,LyricCzZ,4,83.02
2837,qustyang,4,83.52
2838,Liutengyi10086,4,83.63
2839,Advinas,4,83.68
2840,Alan7,4,84.15
2841,vnithin2005,4,84.25
2842,Bluelock_atcoder,4,84.35
2843,Debanjon_Roy,4,84.45
2844,apollo07,4,84.67
2845,Max114514,4,85.22
2846,i_am_nb_coder,4,85.23
2847,xmy_114514,4,85.33
2848,untan,4,85.4
2849,Catking14,4,85.42
2850,aditbuddy,4,86.03
2851,Swordfishqwq,4,86.53
2852,Someeran,4,86.72
2853,ddraig,4,86.83
2854,JiamingZhang,4,86.95
2855,ctaka,4,87.0
2856,zhchz,4,87.4
2857,QEF,4,87.45
2858,parshuram02,4,87.68
2859,Pagesh,4,87.87
2860,ayuanay,4,88.32
2861,Suman2280,4,88.38
2862,morhadi,4,88.58
2863,edoc,4,88.97
2864,XAMPP_,4,89.62
2865,AAAlcar,4,89.78
2866,Dineshravva,4,90.13
2867,Elamaran,4,90.5
2868,my_small_account,4,90.58
2869,liruixuan,4,91.17
2870,Prometheus_Cyphe,4,91.47
2871,ld_skizo,4,91.88
2872,zerotwoone,4,92.45
2873,Saksham2597,4,92.52
2873,catu,4,92.52
2875,Levmz,4,92.68
2876,Li_x,4,92.88
2876,Mo_Huzaifa,4,92.88
2878,twkim_02,4,93.13
2879,Nyslip,4,93.18
2880,iamamanksingh,4,93.45
2881,ggbamg,4,93.53
2882,byk_ALEX,4,94.78
2883,C7BMkOO7Qbmcwck7,4,94.82
2884,GreyRat,4,94.95
2885,dumbhun_5076,4,95.07
2886,SistineFibel,4,96.12
2887,Harinimurugan,4,96.18
2888,CoderDevdas,4,96.72
2889,yasuhouse,4,96.87
2890,Mustafalab,4,96.9
2891,nay_r,4,97.32
2892,Jamshen,4,97.4
2893,lazycoder000,4,97.43
2894,RigelStar,4,97.58
2895,fangzixuan,4,97.83
2896,ikoma,4,97.87
2897,sdnight5,4,98.15
2898,acahsteven,4,98.37
2899,Mradul_Sharda,4,98.7
2900,AAA88,4,98.72
2901,Lazy__sheep,4,98.83
2902,motidanyan,4,98.9
2903,icaicai10086,4,99.03
2904,iphi7,4,99.32
2904,vrvrum,4,99.32
2906,ishan_324,4,99.8
2907,Xfive,4,100.03
2908,w0t0,4,100.1
2909,Dfsaot,4,100.15
2910,asad_rizvi969,4,100.25
2911,MadhavRamSai3,4,100.47
2912,icecream27,4,100.57
2913,scyQual,4,100.72
2914,ksseed,4,100.95
2915,bu_xiang_qu_ming,4,101.45
2916,kkislay20,4,101.5
2917,mengyj,4,101.93
2918,gemtec,4,102.03
2919,god_of_hell,4,102.4
2920,njust_jiji,4,102.73
2921,wfdytut,4,102.95
2922,teruru_1,4,103.1
2923,ACAC_100,4,103.12
2924,Anonymous_TV_hyq,4,103.25
2925,Elaina3308,4,103.33
2926,Kittiphop_Suwann,4,103.4
2927,guo0o0Oo,4,103.55
2928,qzyz_slt,4,103.68
2929,skg0001,4,104.08
2930,henfarias,4,104.92
2931,ngc3587,4,104.98
2932,sorb,4,105.35
2933,kinugoshi8928,4,105.37
2934,Chilllee,4,105.75
2935,Illumina,4,106.03
2936,Lazyfll,4,106.07
2937,Adarshjha,4,106.7
2938,sp3249,4,107.47
2939,pealsha,4,107.55
2940,KnownError_,4,107.88
2941,7qffza5d,4,108.0
2942,snuece_bumboo,4,108.13
2943,kmooop,4,108.47
2944,Himanshu056,4,108.57
2944,cuber_hmq,4,108.57
2946,Nmj,4,108.85
2946,shiroCode82,4,108.85
2948,lichaozhe2022,4,108.87
2949,lance879,4,109.03
2950,shoutou,4,109.2
2951,sainadhareddy,4,109.28
2952,unityyyyyy,4,109.33
2953,gt0urIst,4,109.72
2954,Kasty,4,109.82
2955,AshwinS2008,4,109.93
2956,yimachi0203,4,111.03
2957,Megane149,4,111.35
2958,nirach10n,4,111.5
2959,_VIKRAMADITYA_,4,111.57
2960,hafniii,4,111.58
2961,entropy_negative,4,112.17
2962,Comprehensive,4,112.18
2963,Factor1,4,112.27
2964,Unka,4,112.33
2965,Harry114514,4,112.37
2966,AlgoStruggler,4,112.42
2967,trmyx,4,112.8
2968,darigo,4,112.93
2969,kizun,4,113.98
2970,wzh2026,4,114.52
2971,saltykub,4,114.68
2972,goel_aadhaar,4,114.78
2973,gaurahuja,4,115.0
2974,Isshii,4,115.37
2975,Andy_hpy,4,115.43
2976,ChaoticZao,4,115.45
2977,zet123456,4,115.5
2978,sri_nehad,4,115.6
2979,keisuke6,4,116.17
2979,nani3do,4,116.17
2981,hanhanli100,4,116.4
2982,msjing,4,116.58
2983,e4zy62,4,116.7
2984,nunu0_0,4,116.78
2985,hina_ch,4,116.82
2986,lightyrider,4,116.97
2987,zeyang01,4,117.47
2988,liuhepeng,4,117.65
2989,ZengZhaoGan_124,4,118.33
2990,zjd2013,4,118.73
2991,yajamon,4,119.25
2992,xming6,4,119.58
2993,deep_n_drap,4,119.8
2994,Lemon163,4,119.87
2995,miwo99,4,120.02
2996,Hohlistro,4,120.65
2997,tatsuyateyo,4,120.95
2998,shresthporwal,4,122.02
2999,Queryme,4,122.25
3000,aq1q2q3,4,122.52
3001,MahakG,4,122.9
3002,Dragon_master,4,123.13
3003,LemonAcid,4,123.53
3004,Acul4321,4,124.28
3005,XCJHYJ,4,124.32
3006,renren884,4,125.15
3007,LengHuaping,4,125.3
3008,danki,4,125.32
3009,shrey71,4,125.38
3010,kunpishi,4,125.5
3011,harukis3,4,126.32
3012,zgmbsydmz,4,126.78
3013,pyth2,4,126.9
3014,zishanmalik,4,127.03
3015,kasamachi,4,127.17
3016,Hardy_Zheng,4,127.28
3017,sharky999,4,127.47
3018,oi2008,4,127.65
3019,MineCaineYT,4,127.87
3020,sub0411,4,128.02
3021,Skyo,4,128.72
3022,wangchenxun,4,129.6
3023,kirbysweet,4,129.73
3024,NavinSudharson,4,129.95
3025,VenkateshSubbiah,4,130.2
3026,neme21,4,130.42
3027,jqbqdnjy,4,130.8
3028,camillacui,4,131.17
3029,NobitaDominates,4,131.33
3030,yangrenrui,4,132.25
3031,dDrago,4,132.52
3032,puranesu,4,132.82
3033,tonystar0420,4,133.03
3034,KrishnaPriya_16,4,133.08
3035,tellu,4,134.38
3036,Granshazy,4,136.27
3037,Hariprasath_45,4,137.13
3038,zhouyuanOvO,4,137.2
3039,unXknown,4,138.17
3040,Love_Terasia,4,139.87
3041,harita27,4,139.93
3042,espressivosubito,4,140.17
3043,KASHIF5AIBA,4,140.48
3044,fly_ljf,4,140.5
3045,RYD1M,4,140.7
3046,Timelorde65,4,141.4
3047,akshayshinde,4,141.9
3048,dengweile2026,4,142.57
3049,Shalom0919,4,142.85
3050,kandume7,4,143.27
3051,mochmoc,4,143.65
3052,VoidSunny7,4,144.2
3053,sleepyAdarsh,4,144.33
3054,patience019,4,144.45
3055,Nandhakumar_kb,4,146.72
3056,omar1o1,4,147.17
3057,VinhTapCode,4,147.57
3058,DewDrunk,4,148.4
3059,FarBetter,4,150.37
3060,bearwhite,4,150.42
3061,witterP,4,150.83
3062,Priya_26,4,153.93
3063,HemantChpudhary,4,154.53
3064,cola_tin,4,154.63
3065,liuziyue1231,4,154.8
3066,gkjfijffogp,4,155.12
3067,KundanQubitt,4,156.17
3068,Omirbay,4,156.92
3069,harshardhan008,4,157.5
3070,dharti,4,158.93
3071,Bocchichan,4,158.98
3072,Uranium238,4,159.05
3073,RamyaM,4,159.18
3074,leaf1,4,159.73
3074,pranav_reddy520,4,159.73
3076,Ixcy,4,159.83
3077,Chidvilas,4,161.15
3078,kouyiteng123,4,161.58
3079,LnYag,4,162.18
3080,shajidulsobuj,4,162.22
3081,lcatharsis,4,162.27
3082,Xiaoya,4,162.63
3083,zyq206721,4,163.73
3084,Takakuma,4,166.45
3085,xingfan,4,166.6
3086,Liuguang_Ji,4,167.22
3087,PrinceChhikara,4,167.5
3088,dingzixuan_,4,167.68
3089,LyraIsa,4,168.08
3090,nemuri_cp,4,169.5
3091,katefu334,4,170.18
3092,Tribits,4,170.82
3093,Manan23mp,4,171.02
3094,Mogambo1111,4,171.18
3095,ansh_malhotra33,4,171.67
3096,rengoku4203,4,173.62
3097,discoergosum,4,173.78
3098,hdc,4,173.92
3099,HUNTER_JIN,4,174.2
3100,spai006,4,174.8
3101,Albx,4,175.47
3102,Wilfredtomato,4,176.83
3103,huangzhenyu123,4,180.57
3104,bammer,4,180.58
3105,DurgeshMundada,4,181.27
3106,XuQunxi,4,182.35
3107,Naman2401,4,182.73
3108,Prince_1184,4,182.87
3109,Manjot0185,4,182.92
3110,daodaodebaba,4,184.13
3111,Dinesh_Suthar,4,184.55
3112,ding870,4,185.22
3113,Sin_qwq,4,185.63
3114,theEleven,4,185.7
3115,OGIMI,4,185.93
3116,Shreyanshg2k23,4,187.25
3117,zhy123,4,187.88
3118,SiddhuG,4,190.08
3119,lain622,4,190.6
3120,2023szx,4,191.2
3121,adda_7,4,191.32
3122,AmishKumar,4,192.78
3123,qianwenyu,4,192.82
3124,Nithya_sri,4,194.8
3125,zeesh1906,4,194.95
3126,CCFNOI,4,197.58
3127,Vasanthakumar_S,4,199.78
3128,Mysticswordsoul,4,200.68
3129,DJI_MAVIC_4_PRO,4,201.47
3130,Gokuu007,4,202.27
3131,yuske2503,4,211.95
3132,Deep_kamal_gupta,4,212.43
3133,becastal,4,213.02
3134,vincent13,4,214.72
3135,lokeshgodara,4,215.52
3136,toyuzuko,4,217.13
3137,codeseeker,4,220.23
3138,ToastBread,3,6.8
3139,zhy091206,3,9.88
3140,jhthavenoegg2,3,10.18
3141,tatata96,3,12.37
3142,MMNMM,3,12.5
3143,sitz_bnk21,3,12.77
3144,fermion5,3,13.15
3145,kairi327,3,13.18
3146,ryan8303,3,13.42
3147,zlr,3,13.53
3148,popoik,3,14.47
3149,Sky_Thunder,3,14.62
3150,FFlush,3,14.65
3151,parthkoul_,3,15.05
3152,bipsig,3,16.83
3153,akathecooldragon,3,17.22
3154,dragon_killer,3,17.45
3155,hirohito1971,3,17.57
3156,shiroyari,3,18.28
3157,karnaya,3,18.55
3158,yhop,3,18.6
3159,nknk9,3,18.63
3160,hobbit,3,18.77
3161,Kesapasa,3,19.23
3162,tobias_gregson,3,19.25
3162,xvl_,3,19.25
3164,dp_cp,3,19.58
3164,vaguu,3,19.58
3166,fhy123,3,19.92
3167,Tomic1280,3,19.95
3168,Lier_,3,20.15
3169,Andrew_G,3,20.97
3170,jyc321,3,21.0
3171,masatosis,3,21.25
3172,Taniquchi,3,21.35
3173,xuan2024,3,21.48
3174,kamiharu,3,21.62
3175,manishsingh12,3,22.23
3176,fast_music,3,22.25
3177,Eazinstar,3,22.32
3178,nongyanjie,3,22.53
3179,zutpig,3,22.92
3180,HiiragiUtena,3,22.95
3181,skirmish,3,23.55
3182,cln2012,3,23.77
3183,scp096shyguy,3,23.9
3184,Z_HX_QAQ,3,24.08
3185,eimatsuda,3,24.28
3186,pbcoding,3,24.62
3187,uddaydeol2,3,25.03
3188,Mugen2411,3,25.3
3189,homescapes_fan,3,25.38
3190,sxonz,3,25.53
3191,Caydenyinwei,3,25.6
3192,ayonizm,3,25.88
3193,Yossef_Ghozal,3,26.17
3194,rockyjoe23,3,26.38
3195,ChenZhengzhe,3,26.42
3196,linkai2024,3,26.68
3197,Red0106,3,26.7
3198,wang79,3,27.13
3198,zhangjingshuo,3,27.13
3200,lilinzhao,3,27.27
3201,Amrendra_01,3,27.33
3201,LeafMain,3,27.33
3203,leanlean,3,27.58
3204,jubi,3,27.72
3205,NeonKazuha,3,27.82
3206,Arxalier,3,28.07
3207,sekretarin,3,28.3
3208,yasaikeikaku,3,28.33
3209,comrade_h,3,28.55
3210,WANGHAOTIAN,3,28.83
3211,uremimi,3,28.85
3212,aaditya5576,3,28.87
3213,ReadingSteiner,3,28.95
3214,LinZhiheng,3,29.07
3215,sushant_bajaj,3,29.17
3216,krvishal,3,29.28
3217,Christ1ne,3,29.62
3218,Jameshuang2014,3,29.87
3219,Renl,3,30.0
3220,Sessito,3,30.22
3221,SovietEndlight,3,30.48
3222,mfaiz_1,3,31.8
3223,zhangyizhan,3,31.9
3224,Challa_Ajay,3,32.15
3225,Conet,3,32.43
3226,ashokkaji,3,32.45
3227,poat777,3,32.62
3228,AshishLimitless,3,33.48
3229,turuthok,3,33.52
3230,MokshithCodes,3,33.73
3231,R05_mary,3,33.82
3232,nesshello,3,33.93
3233,BaconTifo,3,34.1
3234,SHIVa_Boi8,3,34.2
3235,LZYXT,3,35.23
3236,Soummojeet_07,3,35.3
3237,zzzMVP,3,35.37
3238,Pinaki43,3,35.65
3239,Beatrix_Coder,3,35.98
3240,yangziyue2025,3,36.0
3241,onionmal,3,36.32
3242,KKX666,3,36.83
3242,mentainanoda,3,36.83
3244,darelife,3,36.85
3245,Mohit65,3,36.87
3246,qgdjd,3,36.92
3247,nivethalg,3,37.1
3248,zcx,3,37.47
3249,r1317,3,37.65
3250,ayxan001,3,37.97
3251,shuta1123,3,38.07
3252,Nigiha,3,38.5
3253,JoyceLele,3,38.58
3254,shenghao,3,38.65
3255,ImL,3,38.8
3255,razibr,3,38.8
3257,haaaaaaa,3,38.88
3258,ktomoya,3,38.92
3259,ChrisG,3,39.02
3260,tejtex,3,39.07
3261,itigobanana,3,39.33
3262,niuwei,3,39.65
3263,MatsumotoT,3,39.7
3264,Wendynmm,3,39.77
3265,Bahha,3,40.08
3266,Bhumik14,3,40.6
3266,sanyal_samudro,3,40.6
3268,C_X_L,3,40.68
3269,Phantom_73,3,40.73
3270,cpismayilmmdv985,3,40.82
3271,Nomann,3,41.03
3272,Gowsi07,3,41.2
3273,takagi3,3,41.57
3274,rucha_15,3,41.63
3275,xiaoboluo,3,41.7
3276,xingxie,3,41.92
3277,ebi125,3,42.43
3278,jondis,3,42.7
3279,VirajMewal,3,42.73
3280,YangHaoran142857,3,42.78
3281,zhuoheng,3,43.23
3282,mameeewin,3,43.53
3283,yangqingyun,3,43.62
3284,Inooo,3,43.7
3284,aattoomm,3,43.7
3286,LLL06,3,43.85
3287,Baki_19,3,43.98
3288,siddash,3,44.18
3289,zhangchenyi,3,44.52
3290,FuShulong,3,44.8
3291,CubingGlass865,3,45.0
3291,EunHo,3,45.0
3291,X_ey1267,3,45.0
3294,GN6,3,45.18
3295,zau_rusu,3,45.45
3296,ikr,3,45.75
3297,White_Green,3,46.0
3298,hemant_kumawat,3,46.38
3299,bakirov,3,46.4
3300,niswog,3,46.45
3301,Harjap,3,46.65
3302,zhongjialin,3,46.75
3303,KannaRyou,3,46.98
3304,inlex,3,47.08
3305,metto,3,47.12
3306,zhf14,3,47.3
3307,Medjed22,3,47.45
3308,Yorihide_Saito,3,47.5
3309,zofin233,3,47.55
3310,unknowerror,3,47.6
3311,UnknownUserCN,3,47.63
3312,DCzhoutaicheng,3,47.83
3313,hanabinabi,3,47.88
3314,misaka_misaka,3,47.97
3315,hachidori_258,3,48.12
3315,iDhruv,3,48.12
3317,s_suwarna,3,48.18
3318,geetansh431,3,48.25
3319,Yunia_Ma1109,3,48.48
3320,altman_xie,3,49.0
3321,tm8k1,3,49.07
3322,kuyy,3,49.13
3323,acphot2,3,49.15
3324,Cacaonib,3,49.47
3324,desize,3,49.47
3326,The_Destiny,3,49.7
3327,zhouyixuan,3,50.65
3328,cd6dzy,3,50.73
3329,Moons_Seeker,3,50.83
3330,CocoaCR,3,51.07
3331,zmdayo,3,51.12
3332,hiyo_89,3,51.13
3333,zhouhongjin,3,51.82
3334,ShoboiNamae,3,52.13
3335,optmstpessmst,3,52.22
3336,moamizusaki,3,52.37
3336,shiiita,3,52.37
3338,Priyank25,3,52.48
3339,Amannn,3,52.53
3340,makkii,3,52.6
3341,Harshal24,3,52.7
3342,Ariha117,3,52.97
3343,Lava1807,3,53.3
3344,iitzmn,3,53.33
3345,diaklaa,3,53.45
3346,fullstar,3,53.87
3347,tempvar,3,54.0
3348,abs_a,3,54.13
3349,Warrior07A,3,54.45
3350,LongBow_249,3,54.48
3351,Starry_chatgpt,3,54.62
3352,srp_Ethan,3,54.85
3353,hajileylek,3,55.0
3354,rotas,3,55.07
3355,climpet,3,55.12
3356,kubotafamilysho,3,55.17
3357,zouker1147483647,3,55.25
3358,SuperBusy,3,55.27
3359,wsy_I,3,55.35
3360,WH1T3B34RD,3,55.37
3361,Taiga_tiger,3,55.42
3362,TheImportant_qwq,3,55.43
3362,bcptptptp,3,55.43
3364,HarshilGoel,3,55.45
3365,ry023,3,55.82
3366,henilcp_111,3,56.08
3367,mrsahilsingh,3,56.17
3368,Himanshukk123,3,56.2
3369,KDeepa,3,56.4
3370,okitaka,3,56.88
3371,AarthiV07,3,56.92
3372,nnnn,3,57.23
3373,CodeX76,3,57.35
3374,mudgalsaksham,3,57.37
3375,fg_1ed,3,57.73
3376,Tilek9602,3,58.17
3377,zjyk,3,58.52
3378,stromithm87,3,58.53
3379,mrkm1627,3,58.8
3380,GibsonGYIOVdguis,3,58.85
3381,NaHCO3_514,3,58.88
3382,LogicFlow1226,3,59.02
3383,Http8php,3,59.05
3384,Fin1,3,59.18
3385,anupomkhan512,3,59.7
3386,lihuiwang,3,59.83
3387,tsubaki274,3,59.92
3388,Khalil_Fonggg,3,60.33
3389,hallocary,3,60.48
3390,norimenkuzure,3,60.57
3391,sanxi,3,60.62
3392,Pickles57,3,60.8
3393,Roro3828,3,60.97
3394,EnTingLof,3,61.02
3395,cao2333,3,61.2
3395,fupeng4328,3,61.2
3397,hakurenn,3,61.8
3398,snakey_13,3,62.15
3399,sisisida,3,62.35
3400,Bittu07,3,62.75
3401,cxl123,3,63.63
3402,FunnyOwl27,3,63.78
3403,Kikurage_81,3,63.97
3404,adnan_akib,3,64.03
3405,wang_freedom,3,64.68
3406,WaterSpellbinder,3,64.75
3407,zhaowenbang,3,64.78
3408,taka743,3,64.85
3409,SONGYI1,3,65.22
3410,Ktr_win,3,65.38
3411,bablupariharr,3,65.43
3412,RaghavSetia,3,65.48
3413,MGD,3,65.55
3414,MathsITCPP,3,65.6
3415,Nekozuki0509,3,65.67
3416,Abhinandan_Kr,3,65.88
3417,shawn9,3,66.03
3418,royking,3,66.1
3419,daimaren,3,66.18
3420,trickle4519,3,66.63
3421,akhiko,3,66.68
3422,omerule,3,66.88
3423,amitesh5314,3,67.03
3424,hzj2497,3,67.23
3425,zjmzjm2013,3,67.3
3426,priashisg,3,67.4
3427,saisridhar77,3,67.47
3428,JoyslinJenifer,3,67.6
3429,mushdx,3,67.75
3430,swada,3,67.88
3431,moamoa,3,68.03
3432,h1rano,3,68.35
3433,wangjiahe1,3,68.4
3434,PCL3_at,3,68.53
3435,gondaliyabhavy29,3,68.78
3436,tnk209,3,68.88
3437,ravshan09,3,68.92
3438,yuyuk,3,69.13
3439,nonomura689,3,69.18
3440,mltttttt,3,69.35
3441,rahul_79,3,69.37
3442,nightswamp,3,69.38
3443,higuyuan,3,69.4
3444,zyx_6sxyz68,3,69.45
3445,Utopia142857,3,69.58
3446,matcha303,3,69.75
3447,White_Ghost,3,69.8
3447,meowcoder,3,69.8
3449,Balajiganapathi,3,70.23
3450,elliot245,3,70.35
3451,Nitoprogramnobe,3,70.37
3452,fyx11,3,70.62
3453,fulin123,3,70.65
3454,goofy,3,70.83
3455,Zamrock,3,71.12
3456,Ackqueen,3,71.2
3457,RajAzad,3,71.38
3458,liguoshu,3,71.43
3459,sdxchovy,3,71.48
3460,Yash00,3,71.67
3461,jjq001,3,71.7
3462,rikut,3,71.72
3463,geekyanshu,3,72.02
3464,tt11,3,72.22
3465,WCw123456,3,72.75
3466,HotoRiii,3,72.88
3467,Sumitkakkar,3,73.25
3468,otaya123,3,73.28
3469,satomshr,3,73.33
3470,quzhouju66,3,73.5
3471,munjeokman,3,73.98
3472,taikodon,3,74.3
3473,mori318,3,74.38
3474,mohammadhabib,3,74.43
3475,Albatrossiiit,3,74.53
3476,TerminatorNULL,3,74.65
3477,Rajparihar,3,74.67
3478,domingo7621,3,74.7
3479,yybxyz,3,74.72
3480,liya1048,3,74.92
3481,Jaivin,3,75.0
3482,C4K3L0V312,3,75.07
3483,hamjik,3,75.23
3484,ksen6,3,75.3
3485,Kodakyu,3,75.38
3486,GL_HF_BAI,3,75.65
3487,teru_0111,3,75.7
3488,Greeme,3,75.77
3489,Nikhilmulay04,3,76.13
3490,zkycdj,3,76.4
3491,Alhaitham,3,76.52
3492,wcby0615,3,76.6
3493,tokuko,3,76.78
3494,Sticky_kikkiy,3,76.88
3495,mula,3,77.18
3496,Fengyi99,3,77.2
3497,Cipher_X,3,77.32
3498,pikusi,3,78.77
3499,GoFarforDreram,3,78.97
3500,brokenkrag,3,79.02
3501,tai_97427,3,79.15
3502,shdgeyrt,3,79.17
3503,abhilashreddy,3,79.68
3504,ykshdja,3,79.72
3505,iyyyy,3,79.85
3506,mayyaannkk,3,80.55
3507,wangxiao_wait,3,80.57
3508,seventeen07,3,80.78
3509,sxphialin,3,81.0
3510,Monaco37,3,81.23
3511,ApoorvTripathi,3,81.43
3512,abhishek_17,3,82.22
3513,T4nishq,3,82.27
3514,prime_factor,3,82.68
3515,samuel2009,3,82.87
3516,Straw_hat,3,82.9
3517,Awanish,3,82.97
3518,ElaineWangyiran,3,82.98
3519,toripp,3,83.0
3520,khushishikhu,3,83.05
3521,PranavYedave,3,83.35
3522,SSlime,3,83.43
3523,enu_1,3,83.45
3524,Waguinho,3,83.7
3524,hridyanshuGupta,3,83.7
3526,yurin442,3,83.78
